Year,ST,STATE,TotalPopulation,WorkForce,Employed,EmployedPercent,Unemployed,UnemployedPercent,H_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90
2013,MT,Montana,"10,14,314",512246,484477,94.57897182,27769,5.421028178,18.79,8.65,10.3,14.79,22.85,33.32
2013,NE,Nebraska,"18,68,559",1018265,979613,96.20413154,38652,3.795868463,19.33,8.53,10.6,15.31,23.24,34.47
2013,NV,Nevada,"27,86,464",1382145,1249721,90.41895025,132424,9.581049745,20.3,8.57,10.83,16.03,24.69,36.6
2013,NH,New Hampshire,"13,22,687",742027,704309,94.91689656,37718,5.083103445,22.22,8.93,11.58,17.21,26.82,40.55
2013,NJ,New Jersey,"88,99,162",4531860,4159541,91.78441082,372319,8.215589184,25.39,8.98,11.94,19.35,32.43,48.49
2013,NM,New Mexico,"20,85,193",923576,859297,93.0402046,64279,6.959795404,19.94,8.53,10.13,15.14,24.52,36.77
2013,NY,New York,"1,96,73,546",9623087,8881173,92.29027026,741914,7.709729736,26.24,8.91,11.95,19.45,32.73,50.91
2013,NC,North Carolina,"98,41,590",4681714,4307942,92.01634273,373772,7.983657267,20.39,8.44,10.33,15.46,24.02,37.17
2013,ND,North Dakota,"7,24,019",407011,395216,97.10204393,11795,2.897956075,20.39,9.01,11.85,17.14,24.81,34.73
2013,OH,Ohio,"1,15,70,022",5715263,5288325,92.52986258,426938,7.47013742,20.76,8.67,10.48,16.22,25.72,37.04
2013,OK,Oklahoma,"38,52,415",1806060,1710381,94.70233547,95679,5.297664529,19.2,8.37,9.99,14.77,22.7,34.5
2013,OR,Oregon,"39,25,751",1906990,1756495,92.10824388,150495,7.891756118,22.01,9.37,11.55,17.24,26.91,40.46
2013,PA,Pennsylvania,"1,27,81,338",6441931,5968344,92.64836894,473587,7.351631056,21.77,8.75,11.22,16.98,26.59,39.84
2013,RI,Rhode Island,"10,53,033",557117,505605,90.75382729,51512,9.246172707,23.47,8.93,11.7,18.03,29.34,43.78
2013,SC,South Carolina,"47,67,894",2194317,2026668,92.35985503,167649,7.640144975,18.75,8.29,9.69,14.56,22.56,33.99
2013,SD,South Dakota,"8,44,922",444715,427911,96.22140022,16804,3.778599777,17.56,8.6,10.47,14.14,20.37,29.47
2013,TN,Tennessee,"64,94,821",3072525,2832883,92.20048657,239642,7.79951343,19.33,8.38,10.09,14.9,22.99,34.61
2013,TX,Texas,"2,64,73,525",12872236,12070818,93.77405759,801418,6.225942408,21.35,8.37,10.09,15.81,26.01,40.57
2013,UT,Utah,"29,02,663",1408454,1343807,95.41007374,64647,4.58992626,20.55,8.64,10.82,16,25.25,37.22
2013,VT,Vermont,"6,27,140",351255,335788,95.59664631,15467,4.403353689,21.18,9.57,12.05,17.01,25.46,36.41
2013,VA,Virginia,"82,62,692",4236572,3994587,94.28818866,241985,5.711811342,24.1,8.69,11.22,17.77,29.78,48.61
2013,WA,Washington,"69,68,006",3462206,3218574,92.96309925,243632,7.036900751,25.04,9.88,12.94,19.67,31.79,46.67
2013,WV,West Virginia,"18,53,231",798177,744204,93.23796602,53973,6.762033985,18.05,8.22,9.42,13.96,22.36,32.52
2013,WI,Wisconsin,"57,42,854",3082633,2875003,93.26452419,207630,6.735475809,20.34,8.62,10.91,16.32,24.91,36.03
2013,WY,Wyoming,"5,82,684",306345,291937,95.29680589,14408,4.703194111,21.05,8.98,11.97,17.79,26.73,35.8
2013,PR,Puerto Rico,"35,93,077",1166310,999534,85.70054274,166776,14.29945726,13.13,7.82,8.43,9.51,14.84,21.95
2014,AL,Alabama,"48,43,214",2162392,2015440,93.20419239,146952,6.795807606,19.66,8.3,9.72,14.83,23.95,36.04
2014,AK,Alaska,"7,36,705",365482,340487,93.16108591,24995,6.838914092,25.98,10.36,14.43,21.73,33.14,45.57
2014,AZ,Arizona,"67,19,993",3096112,2886392,93.22634323,209720,6.773656767,21.43,8.83,10.9,16.46,26.06,40.17
2014,AR,Arkansas,"29,66,912",1303116,1223806,93.91381888,79310,6.086181123,18.24,8.23,9.49,14.01,21.66,32.55
2014,CA,California,"3,86,80,810",18755036,17348650,92.50128872,1406386,7.498711279,25.91,9.15,11.68,18.84,32.79,51.68
2014,CO,Colorado,"53,49,648",2810414,2669954,95.00215982,140460,4.997840176,23.97,9.07,11.86,18.28,29.33,45.31
2014,CT,Connecticut,"35,91,873",1883738,1759110,93.38400563,124628,6.615994369,26.47,9.45,12.89,20.67,33.16,48.08
2014,DE,Delaware,"9,34,948",453251,427348,94.28506501,25903,5.714934992,23.81,8.98,11.63,18.03,29.31,44.82
2014,FL,Florida,"1,98,88,741",9579630,8978166,93.72142765,601464,6.278572346,20.11,8.69,10.22,14.93,23.63,36.56
2014,GA,Georgia,"1,00,87,231",4757073,4418480,92.88232491,338593,7.117675091,21.48,8.4,10.22,15.79,26.12,40.57
2014,HI,Hawaii,"14,16,349",666082,636985,95.63161893,29097,4.36838107,22.23,9.03,12.19,18.01,27.37,40.44
2014,ID,Idaho,"16,33,532",780877,742992,95.14840365,37885,4.851596346,19.12,8.43,10.22,14.93,22.85,34.5
2014,IL,Illinois,"1,28,67,544",6507198,6046064,92.91347827,461134,7.086521726,23.45,9.08,11.03,17.59,29.47,44.63
2014,IN,Indiana,"65,95,233",3227208,3035184,94.04984123,192024,5.950158775,19.94,8.49,10.44,15.63,24.12,35.73
2014,IA,Iowa,"31,08,030",1703999,1631050,95.71895289,72949,4.281047113,19.77,8.62,10.86,15.91,23.74,34.78
2014,KS,Kansas,"28,99,360",1493990,1426199,95.46241943,67791,4.537580573,20.2,8.58,10.69,15.83,24.27,36.14
2014,KY,Kentucky,"44,13,057",2007192,1877815,93.55432863,129377,6.445671366,19.25,8.44,10.3,15.3,23.45,34.13
2014,LA,Louisiana,"46,47,880",2152211,2015122,93.63031785,137089,6.369682155,19.32,8.32,9.87,15.2,23.45,34.59
2014,ME,Maine,"13,30,719",696588,657353,94.36754581,39235,5.632454191,20.26,8.92,11.27,16.29,24.37,35.25
2014,MD,Maryland,"59,67,295",3125329,2943562,94.1840683,181767,5.815931699,25.7,8.86,12.09,19.63,32.58,50.43
2014,MA,Massachusetts,"67,49,911",3553751,3349160,94.24295625,204591,5.757043755,27.7,9.69,13.46,21.48,34.75,52.88
2014,MI,Michigan,"99,15,767",4754169,4408804,92.7355338,345365,7.264466198,21.7,8.68,10.88,16.7,27.13,40.24
2014,MN,Minnesota,"54,53,109",2961335,2837610,95.82198569,123725,4.178014308,23.23,8.98,11.89,18.3,28.72,43.26
2014,MS,Mississippi,"29,92,400",1246853,1152789,92.45588694,94064,7.544113059,17.67,8.22,9.41,13.76,21.16,30.91
2014,MO,Missouri,"60,60,930",3059081,2872378,93.89676181,186703,6.103238195,20.57,8.5,10.39,15.76,25.2,37.69
2014,MT,Montana,"10,22,867",513668,489681,95.33025223,23987,4.669747775,19.17,8.77,10.5,15.15,23.35,34.02
2014,NE,Nebraska,"18,81,145",1011783,978457,96.70621072,33326,3.293789281,19.75,8.61,10.77,15.66,23.79,35.2
2014,NV,Nevada,"28,33,013",1395375,1284908,92.08334677,110467,7.916653229,20.34,8.62,10.92,16.13,24.65,36.76
2014,NH,New Hampshire,"13,28,743",740995,709326,95.726152,31669,4.273848002,22.63,8.98,11.69,17.51,27.31,41.3
2014,NJ,New Jersey,"89,25,001",4515812,4211531,93.26187627,304281,6.738123731,25.92,9.2,12.01,19.56,32.88,49.29
2014,NM,New Mexico,"20,83,024",922387,860395,93.27917674,61992,6.720823255,20.31,8.55,10.18,15.29,25,37.86
2014,NY,New York,"1,97,18,515",9570719,8965446,93.6757834,605273,6.324216603,26.75,9.08,12.01,19.65,33.2,51.88
2014,NC,North Carolina,"99,34,399",4687993,4392650,93.70001192,295343,6.299988076,20.81,8.46,10.39,15.63,24.45,38.23
2014,ND,North Dakota,"7,39,904",415361,404206,97.31438435,11155,2.685615645,21.2,9.34,12.46,17.75,25.79,35.98
2014,OH,Ohio,"1,15,94,408",5697706,5367285,94.20080643,330421,5.79919357,21.11,8.77,10.65,16.47,26.17,37.64
2014,OK,Oklahoma,"38,77,499",1793258,1712630,95.503826,80628,4.496174003,19.64,8.42,10.19,15.17,23.22,35.25
2014,OR,Oregon,"39,68,371",1937891,1805954,93.19172234,131937,6.808277659,22.53,9.47,11.7,17.5,27.5,41.64
2014,PA,Pennsylvania,"1,27,90,565",6399191,6025456,94.15965237,373735,5.840347631,22,8.75,11.26,17.13,26.98,40.39
2014,RI,Rhode Island,"10,54,480",555419,512697,92.30814934,42722,7.691850657,23.83,9.03,11.87,18.43,29.8,44.45
2014,SC,South Carolina,"48,28,430",2224663,2081509,93.56513773,143154,6.434862269,19.03,8.32,9.81,14.74,23.02,34.46
2014,SD,South Dakota,"8,52,561",448205,432825,96.56853449,15380,3.431465512,17.93,8.66,10.59,14.36,20.95,30.26
2014,TN,Tennessee,"65,44,663",3040071,2841456,93.46676443,198615,6.533235572,19.55,8.43,10.26,15.02,23.28,35.12
2014,TX,Texas,"2,69,44,751",13004363,12340575,94.89565156,663788,5.104348441,21.79,8.45,10.36,16.18,26.53,41.42
2014,UT,Utah,"29,41,836",1430504,1375910,96.18358285,54594,3.816417151,20.94,8.71,10.97,16.2,25.64,38.42
2014,VT,Vermont,"6,26,984",347962,334199,96.04468304,13763,3.95531696,21.41,9.75,12.28,17.39,25.85,36.74
2014,VA,Virginia,"83,17,372",4248797,4026451,94.76684812,222346,5.233151878,24.4,8.73,11.36,18.05,30.03,48.88
2014,WA,Washington,"70,54,196",3490448,3276709,93.87645941,213739,6.123540588,25.26,10.18,13.06,19.76,31.79,47.44
2014,WV,West Virginia,"18,48,514",788960,736506,93.35150071,52454,6.64849929,18.21,8.24,9.5,14.14,22.5,32.67
2014,WI,Wisconsin,"57,58,377",3085095,2917800,94.57731447,167295,5.422685525,20.62,8.66,11.04,16.52,25.26,36.53
2014,WY,Wyoming,"5,83,642",306458,293735,95.84837074,12723,4.151629261,21.6,9.05,12.22,18.16,27.45,36.7
2014,PR,Puerto Rico,"35,34,874",1134274,976465,86.08722407,157809,13.91277593,13.23,7.82,8.41,9.42,14.6,22.73
2015,AL,Alabama,"48,53,875",2152299,2020680,93.88472512,131619,6.115274876,20.15,8.36,9.93,15.17,24.39,36.88
2015,AK,Alaska,"7,37,709",362663,339309,93.56041284,23354,6.439587165,26.81,10.62,14.73,22.32,34.22,47.47
2015,AZ,Arizona,"68,17,565",3164886,2974069,93.97080969,190817,6.029190309,21.78,8.96,11.1,16.67,26.48,40.64
2015,AR,Arkansas,"29,77,853",1332585,1265178,94.94163599,67407,5.058364007,18.53,8.31,9.55,14.14,22,33.05
2015,CA,California,"3,89,93,940",18893152,17723268,93.80789399,1169884,6.192106008,26.57,9.48,11.98,19.15,33.27,53.08
2015,CO,Colorado,"54,48,819",2833514,2722987,96.09929579,110527,3.900704214,24.61,9.21,12.04,18.66,29.97,46.6
2015,CT,Connecticut,"35,84,730",1890507,1782271,94.27476333,108236,5.725236669,27.06,9.63,13.11,21.07,33.74,49.26
2015,DE,Delaware,"9,44,076",467226,444629,95.16358251,22597,4.836417494,24.18,9.1,11.85,18.15,29.73,45.71
2015,FL,Florida,"2,02,44,914",9618677,9097882,94.58558594,520795,5.414414061,20.6,8.82,10.46,15.29,24.26,37.36
2015,GA,Georgia,"1,01,99,398",4787379,4502025,94.03945249,285354,5.960547515,21.84,8.46,10.38,16.07,26.55,41.19
2015,HI,Hawaii,"14,25,157",674911,650767,96.42263943,24144,3.577360571,22.95,9.23,12.52,18.63,28.14,41.56
2015,ID,Idaho,"16,52,828",797052,763403,95.7783181,33649,4.221681898,19.62,8.52,10.47,15.32,23.55,35.49
2015,IL,Illinois,"1,28,39,047",6507319,6120865,94.06124089,386454,5.938759111,24.02,9.17,11.28,17.94,29.86,45.75
2015,IN,Indiana,"66,12,768",3271543,3114005,95.18459638,157538,4.815403618,20.23,8.57,10.66,15.82,24.43,36.24
2015,IA,Iowa,"31,21,997",1702581,1637671,96.1875529,64910,3.812447102,20.12,8.7,11.08,16.18,24.13,35.43
2015,KS,Kansas,"29,06,721",1489170,1426765,95.80941061,62405,4.190589389,20.64,8.69,10.97,16.2,24.75,36.89
2015,KY,Kentucky,"44,24,611",1965677,1861526,94.70152014,104151,5.298479862,19.65,8.51,10.49,15.55,23.92,34.87
2015,LA,Louisiana,"46,68,960",2161027,2024149,93.66606711,136878,6.333932894,19.62,8.35,9.93,15.38,23.83,35.21
2015,ME,Maine,"13,29,453",682696,652779,95.61781525,29917,4.38218475,20.8,9.07,11.52,16.69,25.07,36.2
2015,MD,Maryland,"59,94,983",3147441,2986816,94.89664778,160625,5.103352215,26.27,9.1,12.35,20.13,33.21,51.21
2015,MA,Massachusetts,"67,84,240",3579697,3405829,95.14294087,173868,4.857059131,28.37,9.87,13.67,21.91,35.58,54.22
2015,MI,Michigan,"99,17,715",4757468,4500000,94.58812965,257468,5.411870348,22.26,8.99,11.07,17.02,27.68,41.36
2015,MN,Minnesota,"54,82,435",2975542,2864589,96.27116673,110953,3.728833268,23.91,9.28,12.27,18.69,29.29,44.3
2015,MS,Mississippi,"29,89,390",1269950,1188600,93.59423599,81350,6.405764006,18.08,8.26,9.48,13.94,21.71,31.58
2015,MO,Missouri,"60,76,204",3096693,2941826,94.99895534,154867,5.001044663,20.98,8.63,10.59,16.05,25.61,38.4
2015,MT,Montana,"10,32,073",519671,498094,95.84794995,21577,4.152050047,19.53,8.91,10.71,15.37,23.74,34.56
2015,NE,Nebraska,"18,93,765",1008392,977669,96.95326817,30723,3.046731827,20.49,8.95,11.15,16.27,24.72,36.18
2015,NV,Nevada,"28,83,758",1414712,1318474,93.19734335,96238,6.802656654,20.58,8.67,10.96,16.2,24.71,37.39
2015,NH,New Hampshire,"13,30,111",742787,717724,96.62581601,25063,3.374183985,23.42,9.08,11.91,17.92,28.18,43.13
2015,NJ,New Jersey,"89,35,421",4530546,4267905,94.20288416,262641,5.797115844,26.42,9.33,12.13,19.86,33.39,50.42
2015,NM,New Mexico,"20,80,328",924117,863443,93.43438114,60674,6.565618856,20.76,8.62,10.4,15.54,25.57,38.89
2015,NY,New York,"1,97,47,183",9591216,9084593,94.71784391,506623,5.282156089,27.42,9.33,12.2,20,33.76,53.48
2015,NC,North Carolina,"1,00,35,186",4768228,4493912,94.24700329,274316,5.752996711,21.24,8.52,10.54,15.91,25.05,39.18
2015,ND,North Dakota,"7,56,835",414255,402674,97.20437895,11581,2.795621055,21.95,9.7,12.97,18.35,26.61,37.12
2015,OH,Ohio,"1,16,05,090",5691648,5412760,95.10004835,278888,4.899951648,21.52,8.9,10.91,16.84,26.62,38.29
2015,OK,Oklahoma,"39,07,414",1833634,1753274,95.61744601,80360,4.382553988,20.11,8.49,10.41,15.59,23.82,36.16
2015,OR,Oregon,"40,24,634",1978013,1867189,94.39720568,110824,5.602794319,23.12,9.71,11.92,17.83,28.1,42.95
2015,PA,Pennsylvania,"1,27,91,904",6425894,6085329,94.70011488,340565,5.299885121,22.38,8.8,11.42,17.38,27.47,41.15
2015,RI,Rhode Island,"10,55,607",553681,520421,93.99293095,33260,6.007069052,24.41,9.4,12.15,18.77,30.25,45.38
2015,SC,South Carolina,"48,94,834",2270386,2134637,94.02088455,135749,5.979115446,19.51,8.38,10.05,15.04,23.51,35.27
2015,SD,South Dakota,"8,57,919",450998,437141,96.92748083,13857,3.072519169,18.66,9.17,10.92,14.8,21.78,31.49
2015,TN,Tennessee,"65,95,056",3070951,2899167,94.40616278,171784,5.593837219,19.85,8.49,10.41,15.3,23.66,35.64
2015,TX,Texas,"2,74,29,639",13044106,12463035,95.54533672,581071,4.454663279,22.38,8.55,10.67,16.61,27.25,42.52
2015,UT,Utah,"29,90,632",1465771,1412521,96.36709964,53250,3.632900364,21.22,8.78,11.14,16.34,25.78,38.86
2015,VT,Vermont,"6,26,088",345474,333121,96.42433295,12353,3.575667055,22.15,10.05,12.66,17.81,26.42,37.74
2015,VA,Virginia,"83,67,587",4212054,4024213,95.54039431,187841,4.459605694,24.84,8.83,11.56,18.36,30.47,49.63
2015,WA,Washington,"71,60,290",3545678,3345840,94.36389881,199838,5.636101191,25.97,10.63,13.47,20.28,32.38,48.83
2015,WV,West Virginia,"18,41,053",783230,730309,93.24323634,52921,6.756763658,18.8,8.63,9.71,14.54,23.01,33.57
2015,WI,Wisconsin,"57,67,891",3094859,2953582,95.43510706,141277,4.56489294,21.12,8.75,11.26,16.88,25.82,37.34
2015,WY,Wyoming,"5,86,555",305148,292187,95.75255286,12961,4.24744714,22.04,9.19,12.43,18.41,27.76,37.42
2015,PR,Puerto Rico,"34,73,181",1122316,987643,88.00043838,134673,11.99956162,13.56,7.86,8.47,9.61,15.27,23.19
2016,AL,Alabama,"48,63,300",2168612,2038777,94.0129908,129835,5.987009202,20.44,8.45,10.19,15.43,24.7,37.4
2016,AK,Alaska,"7,41,894",360428,336621,93.3947973,23807,6.605202703,27.26,11.01,15,22.68,34.52,48.24
2016,AZ,Arizona,"69,31,071",3237865,3066265,94.7002114,171600,5.299788595,22.26,9.1,11.37,17.05,27.03,41.19
2016,AR,Arkansas,"29,88,248",1342695,1288997,96.00072988,53698,3.999270125,19.03,8.67,9.87,14.48,22.64,33.59
2016,CA,California,"3,92,50,017",19102734,18065047,94.56786133,1037687,5.432138667,27.33,10.3,12.45,19.67,33.84,54.17
2016,CO,Colorado,"55,40,545",2891051,2795237,96.68584193,95814,3.314158069,25.34,9.43,12.38,19.09,30.71,48.03
2016,CT,Connecticut,"35,76,452",1891790,1795518,94.91106307,96272,5.088936933,27.87,10.14,13.47,21.68,34.55,50.57
2016,DE,Delaware,"9,52,065",472677,451973,95.61984188,20704,4.380158121,24.48,9.19,11.89,18.25,29.91,46.47
2016,FL,Florida,"2,06,12,439",9838942,9358574,95.11768643,480368,4.882313566,21.18,8.99,10.8,15.77,24.93,38.26
2016,GA,Georgia,"1,03,10,371",4920469,4656258,94.63036958,264211,5.369630415,22.38,8.55,10.63,16.51,27.18,42.26
2016,HI,Hawaii,"14,28,557",685380,664691,96.98138259,20689,3.018617409,23.76,9.56,12.91,19.24,29.07,43.05
2016,ID,Idaho,"16,83,140",814575,783435,96.17714759,31140,3.822852408,20.15,8.64,10.81,15.77,24.26,36.41
2016,IL,Illinois,"1,28,01,539",6539021,6154876,94.12534384,384145,5.87465616,24.76,9.31,11.57,18.4,30.77,47.2
2016,IN,Indiana,"66,33,053",3326905,3179814,95.57874361,147091,4.421256393,20.64,8.7,10.99,16.25,24.82,36.72
2016,IA,Iowa,"31,34,693",1700696,1638292,96.33067873,62404,3.669321266,20.93,8.9,11.53,16.72,25.08,36.77
2016,KS,Kansas,"29,07,289",1484012,1422123,95.82961593,61889,4.170384067,21.13,8.8,11.2,16.57,25.42,37.97
2016,KY,Kentucky,"44,36,974",1991981,1892280,94.99488198,99701,5.005118021,20.08,8.64,10.78,15.96,24.37,35.45
2016,LA,Louisiana,"46,81,666",2121226,1992121,93.91366125,129105,6.086338749,19.84,8.38,9.97,15.43,24.2,35.69
2016,ME,Maine,"13,31,479",690624,664009,96.14623876,26615,3.853761236,21.24,9.27,11.84,17.01,25.6,36.96
2016,MD,Maryland,"60,16,447",3170012,3034131,95.71354935,135881,4.286450651,26.98,9.34,12.64,20.68,34.05,52.53
2016,MA,Massachusetts,"68,11,779",3588613,3455827,96.29979605,132786,3.700203951,29.25,10.66,14.02,22.45,36.47,55.8
2016,MI,Michigan,"99,28,300",4836771,4599055,95.08523352,237716,4.914766484,22.76,9.16,11.32,17.32,28.2,42.1
2016,MN,Minnesota,"55,19,952",3001146,2884100,96.09995648,117046,3.900043517,24.68,9.66,12.7,19.28,30.08,45.44
2016,MS,Mississippi,"29,88,726",1280438,1205778,94.16918273,74660,5.830817267,18.41,8.34,9.68,14.22,22.17,32.09
2016,MO,Missouri,"60,93,000",3111525,2970708,95.47434136,140817,4.52565864,21.45,8.81,10.92,16.46,26.06,39.06
2016,MT,Montana,"10,42,520",526407,504577,95.85301867,21830,4.146981328,19.92,9.08,10.98,15.75,24.24,35.02
2016,NE,Nebraska,"19,07,116",1011051,978573,96.78769914,32478,3.212300863,21.24,9.43,11.63,16.77,25.6,37.47
2016,NV,Nevada,"29,40,058",1427113,1346008,94.31684807,81105,5.68315193,21.17,8.86,11.36,16.59,25.43,38.43
2016,NH,New Hampshire,"13,34,795",748566,727417,97.17473142,21149,2.82526858,24.13,9.32,12.34,18.4,28.87,44.21
2016,NJ,New Jersey,"89,44,469",4524260,4299932,95.04166427,224328,4.958335728,26.94,9.52,12.43,20.17,33.74,51.29
2016,NM,New Mexico,"20,81,015",927359,864914,93.26636179,62445,6.733638213,21.23,8.69,10.58,15.82,25.99,40.01
2016,NY,New York,"1,97,45,289",9584458,9121327,95.16789577,463131,4.832104225,28.32,9.55,12.52,20.56,34.79,55.17
2016,NC,North Carolina,"1,01,46,788",4875712,4629335,94.94685084,246377,5.053149161,21.77,8.62,10.79,16.31,25.66,40.04
2016,ND,North Dakota,"7,57,952",416230,403069,96.83804627,13161,3.161953728,22.66,10.08,13.43,18.83,27.59,38.33
2016,OH,Ohio,"1,16,14,373",5713093,5430792,95.05870113,282301,4.941298873,22.08,9.04,11.18,17.19,27.23,39.29
2016,OK,Oklahoma,"39,23,561",1828423,1739369,95.12946402,89054,4.870535976,20.56,8.58,10.66,15.93,24.45,37.02
2016,OR,Oregon,"40,93,465",2055120,1954824,95.11970104,100296,4.880298961,23.9,10.2,12.39,18.26,28.89,44.56
2016,PA,Pennsylvania,"1,27,84,227",6471996,6120034,94.56177043,351962,5.438229566,22.85,8.94,11.65,17.63,27.99,42.17
2016,RI,Rhode Island,"10,56,426",552220,522812,94.67458622,29408,5.325413784,24.96,9.76,12.37,19.1,30.82,46.3
2016,SC,South Carolina,"49,61,119",2297814,2186744,95.16627543,111070,4.833724575,19.97,8.49,10.32,15.45,24.04,36.05
2016,SD,South Dakota,"8,65,454",453073,440297,97.18014536,12776,2.819854637,19.27,9.36,11.24,15.19,22.45,32.47
2016,TN,Tennessee,"66,51,194",3135102,2984260,95.18860949,150842,4.811390507,20.36,8.62,10.72,15.77,24.21,36.41
2016,TX,Texas,"2,78,62,596",13284651,12671814,95.38687919,612837,4.613120811,22.97,8.69,11,17.06,27.98,43.61
2016,UT,Utah,"30,51,217",1511467,1459705,96.57538008,51762,3.424619922,21.87,8.99,11.48,16.83,26.59,39.86
2016,VT,Vermont,"6,24,594",344889,333637,96.73750105,11252,3.262498949,22.9,10.45,13.05,18.23,27.12,38.85
2016,VA,Virginia,"84,11,808",4240416,4070265,95.98739841,170151,4.012601594,25.53,8.97,11.88,18.78,31.23,50.95
2016,WA,Washington,"72,88,000",3643885,3445883,94.56618417,198002,5.433815831,26.83,11.05,13.93,20.87,33.24,50.24
2016,WV,West Virginia,"18,31,102",783468,736425,93.99554289,47043,6.004457106,19.35,9.1,10,14.79,23.49,34.33
2016,WI,Wisconsin,"57,78,708",3120236,2991035,95.85925552,129201,4.140744482,21.75,8.94,11.68,17.43,26.57,38.25
2016,WY,Wyoming,"5,85,501",302335,286375,94.72108754,15960,5.278912465,22.52,9.42,12.7,18.61,28.24,38.36
2016,PR,Puerto Rico,"34,11,307",1121132,989006,88.21494704,132126,11.78505296,13.82,7.89,8.52,9.73,15.59,23.75
